PRODUCT,UF,EXP,MODEL,PARAMETERS,GRANU,INFO,CLASS,MAPE,POCID,PBE,MASE1,RRMSE,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,context_length,num_samples,batch_size,lr,max_epochs,PARAMETERS_FINE_TUNING
oleodiesel,pa,Exp0,kNN,Wind12_RawData,Reg_Indiv,Exp0kNNWind12_RawDataReg_Indiv,1-ML,0.05678,63.63636,5.26962,1.41837,0.139833294,217426.0665,225019.4444,238668.9493,246443.4088,253211.2598,243114.2696,250029.1083,245084.0948,238429.3778,228265.4441,220111.5688,227444.8257,,,,,,
oleodiesel,pa,Exp0,kNN,Wind12_TsCesium,Reg_Indiv,Exp0kNNWind12_TsCesiumReg_Indiv,1-ML,0.09503,27.27273,8.40004,2.37627,0.230920629,236450.671,236450.671,233875.1261,230537.9922,226489.3711,220243.6244,249033.5292,220243.6244,220243.6244,225565.8275,220243.6244,220243.6244,,,,,,
oleodiesel,pa,Exp0,kNN,Wind12_TsFeatures,Reg_Indiv,Exp0kNNWind12_TsFeaturesReg_Indiv,1-ML,0.03915,72.72727,0.75088,0.92329,0.103325767,229776.6827,250879.0127,254494.2703,250831.1196,259507.6478,261189.3158,262295.4711,259589.143,252011.8983,234369.7829,227248.4114,226203.7724,,,,,,
oleodiesel,pa,Exp0,kNN,Wind12_TsFel,Reg_Indiv,Exp0kNNWind12_TsFelReg_Indiv,1-ML,0.04261,63.63636,2.19794,1.03828,0.111718456,218695.9845,231566.0284,247297.6088,259267.6545,269358.518,248795.2972,268943.9314,256925.3383,246963.0891,228124.1299,223685.7446,225493.9848,,,,,,
oleodiesel,pa,Exp0,kNN,Wind12_TsFlex,Reg_Indiv,Exp0kNNWind12_TsFlexReg_Indiv,1-ML,0.08287,36.36364,5.04466,2.04121,0.184103478,241009.5227,241009.5227,235664.1009,235664.1009,237477.9335,240103.7445,235664.1009,233206.2593,235044.1763,235044.1763,235044.1763,235044.1763,,,,,,
oleodiesel,pa,Exp0,kNN,Wind12_TsFresh,Reg_Indiv,Exp0kNNWind12_TsFreshReg_Indiv,1-ML,0.08674,36.36364,5.4026,2.12099,0.189715016,229133.7521,239339.4155,238058.7885,249487.6963,249184.7721,245965.8283,234305.2893,223981.7569,222597.9218,221097.6999,238058.7885,238058.7885,,,,,,
oleodiesel,pa,Exp0,kNN,Wind24_Catch22,Reg_Indiv,Exp0kNNWind24_Catch22Reg_Indiv,1-ML,0.07385,36.36364,4.31645,1.81593,0.181200431,225263.443,225263.443,245862.5942,248809.9725,255870.7057,230916.992,238220.8378,236914.5829,248135.1746,218389.7535,250132.1285,237975.9774,,,,,,
oleodiesel,pa,Exp0,kNN,Wind24_RawData,Reg_Indiv,Exp0kNNWind24_RawDataReg_Indiv,1-ML,0.07849,45.45455,5.95248,1.87942,0.163164832,222659.222,231467.3792,238020.1172,260300.8655,259925.44,251743.3956,259185.0937,242167.9464,233839.9458,207827.4378,204319.0855,201368.4111,,,,,,
oleodiesel,pa,Exp0,kNN,Wind24_TsCesium,Reg_Indiv,Exp0kNNWind24_TsCesiumReg_Indiv,1-ML,0.10168,45.45455,7.46501,2.52239,0.230638581,225214.883,236267.816,236267.816,230988.1659,226585.9849,233254.3752,218269.5265,219604.5156,233064.7594,233463.0297,233064.7594,241541.1698,,,,,,
oleodiesel,pa,Exp0,kNN,Wind24_TsFeatures,Reg_Indiv,Exp0kNNWind24_TsFeaturesReg_Indiv,1-ML,0.04752,63.63636,0.22035,1.12134,0.104053301,243046.2205,245674.3401,254241.9348,259903.8122,261184.2093,263563.6187,255633.6829,258207.4029,245671.003,230583.1055,231424.5433,235130.1606,,,,,,
oleodiesel,pa,Exp0,kNN,Wind24_TsFel,Reg_Indiv,Exp0kNNWind24_TsFelReg_Indiv,1-ML,0.05352,45.45455,1.25819,1.28616,0.126878798,213133.5294,238532.6182,245140.9438,266020.4065,252312.8429,249749.5269,261086.5719,263934.4572,251929.0713,244002.6337,229034.8956,238346.3485,,,,,,
oleodiesel,pa,Exp0,kNN,Wind24_TsFlex,Reg_Indiv,Exp0kNNWind24_TsFlexReg_Indiv,1-ML,0.07719,9.09091,2.50791,1.86655,0.168689106,246758.0942,246758.0942,239875.5252,239875.5252,242822.3873,242822.3873,242822.3873,242822.3873,242822.3873,242822.3873,242822.3873,242822.3873,,,,,,
oleodiesel,pa,Exp0,kNN,Wind24_TsFresh,Reg_Indiv,Exp0kNNWind24_TsFreshReg_Indiv,1-ML,0.12953,36.36364,7.40004,3.17749,0.282150281,212041.1131,212041.1131,212041.1131,212041.1131,221611.7868,241981.672,204903.9808,221743.1834,258349.7901,255610.7253,258582.2083,258582.2083,,,,,,
oleodiesel,pa,Exp0,kNN,Wind36_Catch22,Reg_Indiv,Exp0kNNWind36_Catch22Reg_Indiv,1-ML,0.079,9.09091,4.84957,1.94514,0.177228819,229203.8613,238007.5982,238007.5982,238007.5982,238007.5982,238007.5982,238007.5982,237515.3646,237515.3646,237515.3646,238007.5982,238007.5982,,,,,,
oleodiesel,pa,Exp0,kNN,Wind36_RawData,Reg_Indiv,Exp0kNNWind36_RawDataReg_Indiv,1-ML,0.07337,63.63636,5.22223,1.74799,0.153492335,236496.1163,238437.2447,241176.5349,254583.8181,252831.569,255192.5999,262419.9826,241687.6199,232379.4637,216527.8337,196554.2277,206378.1511,,,,,,
oleodiesel,pa,Exp0,kNN,Wind36_TsCesium,Reg_Indiv,Exp0kNNWind36_TsCesiumReg_Indiv,1-ML,0.12889,36.36364,11.99361,3.22535,0.314291499,243545.5245,227196.1761,206954.2215,194852.4954,225144.508,194852.4954,230570.7781,248938.3924,207953.1088,212511.5936,223349.963,216273.6122,,,,,,
oleodiesel,pa,Exp0,kNN,Wind36_TsFeatures,Reg_Indiv,Exp0kNNWind36_TsFeaturesReg_Indiv,1-ML,0.07232,54.54545,6.33966,1.81839,0.175474756,244755.4222,222863.6135,240412.7764,239115.4754,238151.48,234825.1578,242332.6676,236442.6788,235379.7066,220480.3388,223368.5167,223116.692,,,,,,
oleodiesel,pa,Exp0,kNN,Wind36_TsFel,Reg_Indiv,Exp0kNNWind36_TsFelReg_Indiv,1-ML,0.03032,54.54545,0.23186,0.72583,0.067865028,229575.2889,231153.572,252135.6187,257231.4572,264059.3686,269119.7385,270592.727,274739.3004,248772.1421,236457.8853,226452.1687,223630.5865,,,,,,
oleodiesel,pa,Exp0,kNN,Wind36_TsFlex,Reg_Indiv,Exp0kNNWind36_TsFlexReg_Indiv,1-ML,0.13467,9.09091,10.76595,3.32808,0.301542893,248409.7214,248409.7214,247325.8483,221322.8922,212538.3001,212538.3001,212538.3001,212538.3001,212538.3001,212538.3001,214081.2052,214081.2052,,,,,,
oleodiesel,pa,Exp0,kNN,Wind36_TsFresh,Reg_Indiv,Exp0kNNWind36_TsFreshReg_Indiv,1-ML,0.11197,36.36364,9.19147,2.74225,0.251932597,211716.398,248850.2449,244161.6331,244161.6331,237499.2707,234450.7656,229953.7353,199229.3053,223675.8187,210485.85,211544.7884,220221.3563,,,,,,
oleodiesel,pb,Exp0,kNN,Wind12_Catch22,Reg_Indiv,Exp0kNNWind12_Catch22Reg_Indiv,1-ML,0.08553,63.63636,8.81532,1.1516,0.150792105,35223.11794,33207.58439,34654.3013,34665.43741,36284.54237,35066.83798,39155.77387,39368.20373,39034.31163,37614.28757,36602.31819,37661.79562,,,,,,
oleodiesel,pb,Exp0,kNN,Wind12_RawData,Reg_Indiv,Exp0kNNWind12_RawDataReg_Indiv,1-ML,0.09757,72.72727,9.78396,1.28933,0.153044585,35217.14708,33436.54851,33904.48053,33362.87063,35104.35607,38007.08119,37905.52391,37542.78294,38725.20333,40841.63002,36148.02617,33684.35653,,,,,,
oleodiesel,pb,Exp0,kNN,Wind12_TsCesium,Reg_Indiv,Exp0kNNWind12_TsCesiumReg_Indiv,1-ML,0.14187,54.54545,12.61914,1.87789,0.229598042,38593.75564,36280.19759,39164.68523,33816.75511,30040.86129,33160.5352,36549.63955,36549.63955,34951.34807,31153.1631,34992.03167,34992.03167,,,,,,
oleodiesel,pb,Exp0,kNN,Wind12_TsFeatures,Reg_Indiv,Exp0kNNWind12_TsFeaturesReg_Indiv,1-ML,0.08938,45.45455,7.05068,1.15569,0.131103219,37786.15113,37526.87725,33379.74715,35556.17673,33813.97498,39498.82142,39042.15952,38693.43598,39031.09485,39495.0716,36794.40483,36407.3924,,,,,,
oleodiesel,pb,Exp0,kNN,Wind12_TsFel,Reg_Indiv,Exp0kNNWind12_TsFelReg_Indiv,1-ML,0.07379,45.45455,7.09744,0.971,0.121476309,38194.09295,33983.99545,33753.69391,34174.63072,34073.98582,36918.62815,37788.61526,40697.49162,40932.02158,40699.73623,37276.66786,38306.86996,,,,,,
oleodiesel,pb,Exp0,kNN,Wind12_TsFlex,Reg_Indiv,Exp0kNNWind12_TsFlexReg_Indiv,1-ML,0.11289,0.0,9.84976,1.49956,0.181187106,36978.79326,37183.25385,35940.15062,35940.15062,35940.15062,35940.15062,35940.15062,35940.15062,35940.15062,35940.15062,35940.15062,35940.15062,,,,,,
oleodiesel,pb,Exp0,kNN,Wind12_TsFresh,Reg_Indiv,Exp0kNNWind12_TsFreshReg_Indiv,1-ML,0.10701,27.27273,10.07814,1.42484,0.177963542,35246.22396,35246.22396,34640.96601,35667.86267,34874.55669,35246.22396,40107.17181,39716.6098,36324.91729,34901.97683,35246.22396,35246.22396,,,,,,
oleodiesel,pb,Exp0,kNN,Wind24_Catch22,Reg_Indiv,Exp0kNNWind24_Catch22Reg_Indiv,1-ML,0.0917,45.45455,6.30944,1.21736,0.147871064,37036.58984,35345.15102,36381.97274,38629.74173,40218.28871,37461.9751,38103.40983,36962.42897,38039.18504,37271.44384,35980.35227,39159.6474,,,,,,
oleodiesel,pb,Exp0,kNN,Wind24_RawData,Reg_Indiv,Exp0kNNWind24_RawDataReg_Indiv,1-ML,0.12234,72.72727,12.22031,1.58206,0.192912424,35997.11543,31946.79838,31235.86379,31234.65306,31353.80803,38136.29944,38602.79031,38674.11236,37701.33175,41991.48892,36795.70456,28492.81202,,,,,,
oleodiesel,pb,Exp0,kNN,Wind24_TsCesium,Reg_Indiv,Exp0kNNWind24_TsCesiumReg_Indiv,1-ML,0.12176,27.27273,9.95058,1.62805,0.206271248,35298.48483,35878.26307,36047.13901,39735.18446,37452.30896,34052.88592,37028.55221,37855.68062,33448.56211,34277.90874,34322.72389,37680.98922,,,,,,
oleodiesel,pb,Exp0,kNN,Wind24_TsFeatures,Reg_Indiv,Exp0kNNWind24_TsFeaturesReg_Indiv,1-ML,0.08318,63.63636,7.89861,1.09856,0.141645806,37751.54269,34426.78249,34996.302,32751.18723,34573.66651,34611.45601,38123.29096,37878.3732,39228.45541,40778.15559,40761.82005,37066.29469,,,,,,
oleodiesel,pb,Exp0,kNN,Wind24_TsFel,Reg_Indiv,Exp0kNNWind24_TsFelReg_Indiv,1-ML,0.05703,63.63636,3.5749,0.74351,0.100909598,38316.79407,35465.12561,36261.47,38827.57015,37069.54378,37699.21937,39309.06704,42272.7316,39059.72366,42698.4368,40880.72846,35881.08729,,,,,,
oleodiesel,pb,Exp0,kNN,Wind24_TsFlex,Reg_Indiv,Exp0kNNWind24_TsFlexReg_Indiv,1-ML,0.07285,36.36364,2.54245,0.93892,0.128429655,35272.43454,38480.76959,41116.75721,36373.73471,35007.22533,37014.73303,41516.10525,41516.10525,39688.43419,39688.43419,41516.10525,41516.10525,,,,,,
oleodiesel,pb,Exp0,kNN,Wind24_TsFresh,Reg_Indiv,Exp0kNNWind24_TsFreshReg_Indiv,1-ML,0.1187,45.45455,7.7013,1.5471,0.171657808,37167.71169,37167.71169,39833.28572,40454.55196,33634.29913,38208.99872,34562.42376,36866.71849,37167.71169,37167.71169,37167.71169,34497.40424,,,,,,
oleodiesel,pb,Exp0,kNN,Wind36_Catch22,Reg_Indiv,Exp0kNNWind36_Catch22Reg_Indiv,1-ML,0.09816,18.18182,8.92107,1.31278,0.169913771,35947.17332,35947.17332,35947.17332,35947.17332,35947.17332,35947.17332,35947.17332,35947.17332,35947.17332,35726.30354,40825.75686,37953.30671,,,,,,
oleodiesel,pb,Exp0,kNN,Wind36_RawData,Reg_Indiv,Exp0kNNWind36_RawDataReg_Indiv,1-ML,0.05226,63.63636,3.78121,0.68025,0.08522237,39450.89532,35120.19042,35562.93602,34773.82328,37126.69742,40151.67766,41457.36014,40547.02997,41259.47263,43519.92573,38318.0799,35461.22794,,,,,,
oleodiesel,pb,Exp0,kNN,Wind36_TsCesium,Reg_Indiv,Exp0kNNWind36_TsCesiumReg_Indiv,1-ML,0.10946,18.18182,8.78833,1.4332,0.170150957,38358.96258,38358.96258,35555.17857,36472.99465,32199.2558,37073.79551,37258.08119,36464.15969,35705.581,37073.79551,37073.79551,37073.79551,,,,,,
oleodiesel,pb,Exp0,kNN,Wind36_TsFeatures,Reg_Indiv,Exp0kNNWind36_TsFeaturesReg_Indiv,1-ML,0.1649,36.36364,16.46975,2.15919,0.257176457,30180.37248,30727.38185,28781.4885,29485.46361,30326.0967,33184.58957,34014.08401,34817.85808,36578.11559,35020.44037,38775.7011,39834.12564,,,,,,
oleodiesel,pb,Exp0,kNN,Wind36_TsFel,Reg_Indiv,Exp0kNNWind36_TsFelReg_Indiv,1-ML,0.09225,45.45455,8.4154,1.20378,0.148204667,36195.41984,35138.50648,34796.12208,34845.15672,30223.49886,36779.54077,38814.42221,40138.39549,41115.99296,39422.88563,36211.45973,36780.50699,,,,,,
oleodiesel,pb,Exp0,kNN,Wind36_TsFlex,Reg_Indiv,Exp0kNNWind36_TsFlexReg_Indiv,1-ML,0.13658,18.18182,12.93107,1.82738,0.224493578,34454.889,35862.73365,35862.73365,35862.73365,35862.73365,34454.889,35862.73365,34215.51708,36520.70193,33983.14792,32481.66413,33320.00109,,,,,,
oleodiesel,pb,Exp0,kNN,Wind36_TsFresh,Reg_Indiv,Exp0kNNWind36_TsFreshReg_Indiv,1-ML,0.10917,27.27273,4.74926,1.40456,0.174452964,40147.09166,39600.70538,37026.24585,41154.10223,40094.36145,41092.20326,41679.44345,38473.89359,34706.39466,34706.39466,34706.39466,34706.39466,,,,,,
oleodiesel,pe,Exp0,kNN,Wind12_Catch22,Reg_Indiv,Exp0kNNWind12_Catch22Reg_Indiv,1-ML,0.13444,54.54545,-9.33878,3.40665,0.211497626,125095.3917,120564.1692,115797.3624,144347.5932,145285.3618,152163.8245,153966.4593,154646.8339,161986.4147,159671.3822,139245.8569,137179.5891,,,,,,
oleodiesel,pe,Exp0,kNN,Wind12_RawData,Reg_Indiv,Exp0kNNWind12_RawDataReg_Indiv,1-ML,0.13843,36.36364,-9.3067,3.50685,0.242450244,122894.897,123019.5167,121074.9219,130727.1347,137955.4815,157059.1395,160494.1731,168565.033,171721.7868,142320.3401,123776.8792,149839.2139,,,,,,
oleodiesel,pe,Exp0,kNN,Wind12_TsCesium,Reg_Indiv,Exp0kNNWind12_TsCesiumReg_Indiv,1-ML,0.11637,45.45455,-7.90086,2.85126,0.227004046,130405.7108,123398.9944,124657.0921,157592.4378,142067.1582,137839.8092,121423.7413,155449.7727,142014.8693,139706.8488,142014.8693,170891.3472,,,,,,
oleodiesel,pe,Exp0,kNN,Wind12_TsFeatures,Reg_Indiv,Exp0kNNWind12_TsFeaturesReg_Indiv,1-ML,0.04459,90.90909,1.21413,1.13776,0.088704004,121703.0687,119095.0882,121044.809,124119.2177,134259.2492,135906.7478,134626.2773,135720.1168,129635.1961,133003.5428,130016.0541,125783.9125,,,,,,
oleodiesel,pe,Exp0,kNN,Wind12_TsFel,Reg_Indiv,Exp0kNNWind12_TsFelReg_Indiv,1-ML,0.05825,54.54545,-0.98226,1.46535,0.102932308,124707.4412,122868.2719,123543.9706,125162.8795,134408.9222,130393.2734,142507.6027,142708.7974,138579.587,135160.4629,128070.6276,131150.7147,,,,,,
oleodiesel,pe,Exp0,kNN,Wind12_TsFlex,Reg_Indiv,Exp0kNNWind12_TsFlexReg_Indiv,1-ML,0.09746,27.27273,-1.47979,2.4561,0.170624783,123076.9864,118599.7233,118599.7233,118599.7233,118599.7233,137650.8078,124955.0923,124955.0923,150407.1446,150407.1446,150596.1742,150596.1742,,,,,,
oleodiesel,pe,Exp0,kNN,Wind12_TsFresh,Reg_Indiv,Exp0kNNWind12_TsFreshReg_Indiv,1-ML,0.1128,45.45455,-7.11682,2.77957,0.193696132,136777.2417,136484.1885,132478.6287,145566.397,158464.6942,154595.3076,153665.0996,124424.7877,127506.6797,144253.2022,124970.396,136014.3821,,,,,,
oleodiesel,pe,Exp0,kNN,Wind24_Catch22,Reg_Indiv,Exp0kNNWind24_Catch22Reg_Indiv,1-ML,0.11112,0.0,-5.88718,2.68832,0.224855499,165967.2335,165967.2335,128843.4866,143410.094,136250.4437,128704.1875,128704.1875,128704.1875,128704.1875,128704.1875,128704.1875,143307.0398,,,,,,
oleodiesel,pe,Exp0,kNN,Wind24_RawData,Reg_Indiv,Exp0kNNWind24_RawDataReg_Indiv,1-ML,0.13784,63.63636,-4.34493,3.53364,0.246854633,119907.3392,114361.1116,126841.6172,135259.0991,154275.6646,178009.4962,167198.4021,157980.3519,140228.6633,116561.129,118367.3893,102861.1214,,,,,,
oleodiesel,pe,Exp0,kNN,Wind24_TsCesium,Reg_Indiv,Exp0kNNWind24_TsCesiumReg_Indiv,1-ML,0.12392,18.18182,-2.04122,3.0785,0.239340504,133811.7412,138058.5556,132547.576,131496.7839,102001.5578,93595.01716,157620.0588,147800.7888,137030.2452,137030.2452,137030.2452,147800.7888,,,,,,
oleodiesel,pe,Exp0,kNN,Wind24_TsFeatures,Reg_Indiv,Exp0kNNWind24_TsFeaturesReg_Indiv,1-ML,0.09915,45.45455,-0.30979,2.5264,0.186974658,111235.4349,123070.4253,122788.1955,116117.0029,118146.3135,152314.7722,165877.5833,148971.7589,141377.2295,125250.6138,131574.7116,112021.7183,,,,,,
oleodiesel,pe,Exp0,kNN,Wind24_TsFel,Reg_Indiv,Exp0kNNWind24_TsFelReg_Indiv,1-ML,0.12421,81.81818,-10.22786,3.10572,0.214192963,134362.0096,133607.9579,147217.1147,145690.1639,163602.1283,161083.0138,150881.4091,154999.6904,154302.7366,135784.8262,126300.5394,116022.9508,,,,,,
oleodiesel,pe,Exp0,kNN,Wind24_TsFlex,Reg_Indiv,Exp0kNNWind24_TsFlexReg_Indiv,1-ML,0.15691,72.72727,-15.3468,3.88057,0.245430056,149735.1885,149735.1885,149735.1885,139094.7818,157241.4682,158144.232,143633.4264,158144.232,142141.7876,155309.8679,155309.8679,145684.4534,,,,,,
oleodiesel,pe,Exp0,kNN,Wind24_TsFresh,Reg_Indiv,Exp0kNNWind24_TsFreshReg_Indiv,1-ML,0.09288,27.27273,-4.31633,2.29456,0.182206682,134614.3659,134614.3659,134614.3659,134614.3659,158188.2383,143269.9875,157896.1516,136326.4364,128315.3427,113855.4417,130841.5161,124253.6198,,,,,,
oleodiesel,pe,Exp0,kNN,Wind36_Catch22,Reg_Indiv,Exp0kNNWind36_Catch22Reg_Indiv,1-ML,0.10888,27.27273,-9.90125,2.67743,0.180796163,138046.5553,138046.5553,138046.5553,138046.5553,138046.5553,138046.5553,138046.5553,149562.6603,149562.6603,160548.4582,146125.3611,146621.7246,,,,,,
oleodiesel,pe,Exp0,kNN,Wind36_RawData,Reg_Indiv,Exp0kNNWind36_RawDataReg_Indiv,1-ML,0.11532,63.63636,-7.11361,2.96048,0.214020746,126910.009,118536.7685,129401.629,137001.5653,152354.3378,171612.4728,162927.2128,159884.3513,147364.8436,120114.9218,131759.6213,117283.0649,,,,,,
oleodiesel,pe,Exp0,kNN,Wind36_TsCesium,Reg_Indiv,Exp0kNNWind36_TsCesiumReg_Indiv,1-ML,0.09465,54.54545,3.25886,2.42267,0.174384563,118466.8819,130537.2,130537.2,130537.2,130537.2,162070.937,107093.5759,127267.7822,111563.1738,117661.1635,129002.1477,117661.1635,,,,,,
oleodiesel,pe,Exp0,kNN,Wind36_TsFeatures,Reg_Indiv,Exp0kNNWind36_TsFeaturesReg_Indiv,1-ML,0.08982,36.36364,-4.93866,2.24081,0.14554801,128237.6357,132571.2325,140695.6303,141803.7096,137854.5321,142105.8129,142271.202,147753.4507,150951.1154,143807.2925,115234.1122,117850.9602,,,,,,
oleodiesel,pe,Exp0,kNN,Wind36_TsFel,Reg_Indiv,Exp0kNNWind36_TsFelReg_Indiv,1-ML,0.10949,54.54545,-5.86643,2.76333,0.19329964,129686.6451,137594.1889,146616.3261,128300.1205,132754.3921,122663.8433,155122.6477,171349.8105,145380.5757,126071.6304,132576.429,127529.5336,,,,,,
oleodiesel,pe,Exp0,kNN,Wind36_TsFlex,Reg_Indiv,Exp0kNNWind36_TsFlexReg_Indiv,1-ML,0.11601,27.27273,-11.14204,2.81736,0.201540096,148751.0943,148751.0943,148751.0943,148751.0943,153989.2496,153989.2496,137997.6961,139520.9247,139520.9247,139376.3601,139376.3601,139376.3601,,,,,,
oleodiesel,pe,Exp0,kNN,Wind36_TsFresh,Reg_Indiv,Exp0kNNWind36_TsFreshReg_Indiv,1-ML,0.04911,45.45455,1.5393,1.25384,0.085644018,136848.154,117459.3894,134364.5796,128975.1148,126575.1096,135267.0009,139658.0087,128975.1148,122926.3412,122926.3412,122926.3412,122926.3412,,,,,,
oleodiesel,pi,Exp0,kNN,Wind12_Catch22,Reg_Indiv,Exp0kNNWind12_Catch22Reg_Indiv,1-ML,0.15037,45.45455,12.63757,2.68728,0.300406599,45633.36299,45814.95026,45995.93124,45811.77967,45206.12024,48235.93946,46822.17227,49465.86277,47241.59253,48081.86228,52842.26616,51488.9839,,,,,,
oleodiesel,pi,Exp0,kNN,Wind12_RawData,Reg_Indiv,Exp0kNNWind12_RawDataReg_Indiv,1-ML,0.11668,81.81818,12.01216,2.09104,0.23215478,46127.40103,46636.95487,46841.88969,48240.01304,50061.88296,50320.72449,50497.874,50507.15011,50520.58628,49694.53342,45623.29464,41667.89169,,,,,,
oleodiesel,pi,Exp0,kNN,Wind12_TsCesium,Reg_Indiv,Exp0kNNWind12_TsCesiumReg_Indiv,1-ML,0.11843,63.63636,10.84288,2.13847,0.252073888,51318.08943,49384.70309,43833.02678,49344.06357,49344.06357,49780.38987,45321.95635,49780.38987,49781.88028,49781.88028,49781.88028,46952.24159,,,,,,
oleodiesel,pi,Exp0,kNN,Wind12_TsFeatures,Reg_Indiv,Exp0kNNWind12_TsFeaturesReg_Indiv,1-ML,0.05872,81.81818,2.75658,1.02043,0.118372713,47886.57301,50057.90177,52642.01436,53126.76284,55041.93318,55529.3802,55511.55314,53204.46685,57073.85779,55249.66857,54220.78767,47863.56127,,,,,,
oleodiesel,pi,Exp0,kNN,Wind12_TsFel,Reg_Indiv,Exp0kNNWind12_TsFelReg_Indiv,1-ML,0.05188,63.63636,4.20236,0.91728,0.126091024,44214.85707,48267.87962,49201.38005,54999.46188,52346.98809,57279.9105,57279.9105,56800.363,56843.06356,55314.0803,51536.42226,43847.3754,,,,,,
oleodiesel,pi,Exp0,kNN,Wind12_TsFlex,Reg_Indiv,Exp0kNNWind12_TsFlexReg_Indiv,1-ML,0.12749,0.0,11.76123,2.30155,0.263284397,48198.75271,48198.75271,48198.75271,48198.75271,48198.75271,48198.75271,48198.75271,48198.75271,48198.75271,48198.75271,48198.75271,48198.75271,,,,,,
oleodiesel,pi,Exp0,kNN,Wind12_TsFresh,Reg_Indiv,Exp0kNNWind12_TsFreshReg_Indiv,1-ML,0.12908,45.45455,11.08004,2.29721,0.255561212,47027.6597,45844.92959,47657.81767,50436.32983,49985.37997,49985.37997,49985.37997,47868.44687,47552.41328,47515.84516,47318.15561,51672.28561,,,,,,
oleodiesel,pi,Exp0,kNN,Wind24_Catch22,Reg_Indiv,Exp0kNNWind24_Catch22Reg_Indiv,1-ML,0.16578,36.36364,16.62165,2.98012,0.346428013,49907.64491,45897.2871,42792.81889,44050.75624,44050.75624,44050.75624,45762.45433,51805.66988,50312.40925,40763.95513,40763.95513,46367.56508,,,,,,
oleodiesel,pi,Exp0,kNN,Wind24_RawData,Reg_Indiv,Exp0kNNWind24_RawDataReg_Indiv,1-ML,0.14061,90.90909,14.18548,2.46937,0.266131274,41938.26219,41534.45765,43871.34922,45882.91718,49138.30086,50282.68728,48745.95231,53506.46587,51166.30145,50684.28727,45786.2039,39957.44216,,,,,,
oleodiesel,pi,Exp0,kNN,Wind24_TsCesium,Reg_Indiv,Exp0kNNWind24_TsCesiumReg_Indiv,1-ML,0.14093,63.63636,14.58735,2.53932,0.307557075,43318.71502,44887.25244,45367.07991,45907.81254,49842.89013,46073.3544,52839.02027,39958.76095,50754.85257,50405.57335,49238.59575,41266.545,,,,,,
oleodiesel,pi,Exp0,kNN,Wind24_TsFeatures,Reg_Indiv,Exp0kNNWind24_TsFeaturesReg_Indiv,1-ML,0.08142,63.63636,7.06547,1.45813,0.190211178,51966.51909,51045.83611,53797.40613,54390.62584,53370.98312,55075.22693,54191.38138,53022.79908,47125.1233,45467.73608,44848.65851,44862.31095,,,,,,
oleodiesel,pi,Exp0,kNN,Wind24_TsFel,Reg_Indiv,Exp0kNNWind24_TsFelReg_Indiv,1-ML,0.1071,54.54545,11.078,1.92843,0.227974449,45238.92886,45901.75323,47642.52504,45198.38522,50633.10632,48340.34924,49941.86016,54793.86878,54249.97484,49820.22325,47265.46088,43836.99035,,,,,,
oleodiesel,pi,Exp0,kNN,Wind24_TsFlex,Reg_Indiv,Exp0kNNWind24_TsFlexReg_Indiv,1-ML,0.10143,45.45455,8.10181,1.81592,0.211977069,48674.98265,48674.98265,50886.53732,50645.51572,48832.04544,49872.61766,49872.61766,52389.1884,50780.13492,50750.45693,50750.45693,50242.13261,,,,,,
oleodiesel,pi,Exp0,kNN,Wind24_TsFresh,Reg_Indiv,Exp0kNNWind24_TsFreshReg_Indiv,1-ML,0.1631,27.27273,14.05065,2.89616,0.319317331,45928.01953,45928.01953,45928.01953,45928.01953,46718.30463,48106.6211,48773.12187,48406.88797,43233.71349,47598.33804,43616.31133,53213.01862,,,,,,
oleodiesel,pi,Exp0,kNN,Wind36_Catch22,Reg_Indiv,Exp0kNNWind36_Catch22Reg_Indiv,1-ML,0.12244,36.36364,9.14667,2.17734,0.255126953,52673.87056,51627.81637,49798.42607,49798.42607,47438.18517,47438.18517,47438.18517,50197.65069,53551.98415,45299.08774,49260.81493,51000.20568,,,,,,
oleodiesel,pi,Exp0,kNN,Wind36_RawData,Reg_Indiv,Exp0kNNWind36_RawDataReg_Indiv,1-ML,0.10204,54.54545,10.43737,1.81691,0.206596536,44064.45592,44511.80106,46899.46493,50410.60364,51770.7184,51772.40582,52736.6482,51973.85056,49980.44447,53421.45014,47724.15733,41796.59128,,,,,,
oleodiesel,pi,Exp0,kNN,Wind36_TsCesium,Reg_Indiv,Exp0kNNWind36_TsCesiumReg_Indiv,1-ML,0.14353,63.63636,14.60874,2.5803,0.299102429,48188.36051,47577.39717,45331.6158,47442.49272,45063.75483,50907.75535,44853.24122,54330.2916,46037.15373,42493.17894,44853.24122,42641.747,,,,,,
oleodiesel,pi,Exp0,kNN,Wind36_TsFeatures,Reg_Indiv,Exp0kNNWind36_TsFeaturesReg_Indiv,1-ML,0.07859,54.54545,6.07506,1.37874,0.168825142,51640.31993,52923.51868,53119.54273,54295.64931,54295.64931,56111.39741,55273.01401,53482.11057,49985.18304,47199.72441,43665.20587,43665.20587,,,,,,
