timestamp,TMP__abs_diff_mean__w=365D_6h,TMP__diff_std__w=365D_6h,TMP__entropy__w=365D_6h,TMP__kurtosis__w=365D_6h,TMP__max__w=365D_6h,TMP__mean__w=365D_6h,TMP__mediam__w=365D_6h,TMP__median_abs_deviation__w=365D_6h,TMP__min__w=365D_6h,TMP__skew__w=365D_6h,TMP__slope__w=365D_6h,TMP__std__w=365D_6h,TMP__sum__w=365D_6h,TMP__var__w=365D_6h
1991-01-01,26.916666666666668,47.96459822469868,0.6636213242187718,3.1183580019633528,100.2755102,12.423076923076923,0.0,0.0,0.0,2.175609814244042,0.0,30.124471491136294,161.5,907.4837826202834
1991-02-01,29.363636363636363,50.097388966874234,0.6636213242187718,2.531029383508276,100.2755102,13.458333333333334,0.0,0.0,0.0,2.0409901327184556,0.0,31.131569271677797,161.5,969.1746053172732
1991-03-01,23.797773654545452,46.23853856839452,0.6636213242187718,2.531029383508276,100.2755102,13.458333333333334,0.0,0.0,0.0,2.0409901327184556,-1.0,31.131569271677797,161.5,969.1746053172732
1991-04-01,21.06679035181818,43.68729316932631,0.5478446942848448,5.350241596879071,100.2755102,10.954931972499999,0.0,0.0,0.0,2.611627089723623,0.0,28.265811242984945,131.45918367,798.9560852240542
1991-05-01,23.901669758181814,44.777428236179006,0.5478446942848448,5.350241596879071,100.2755102,10.954931972499999,0.0,0.0,0.0,2.611627089723623,0.0,28.265811242984945,131.45918367,798.9560852240542
1991-06-01,27.150278292727272,45.940751556253154,0.9496123029536491,3.7815375325312495,100.2755102,13.932823129166666,0.0,0.0,0.0,2.207409603335997,0.0,28.83152941293538,167.19387755,831.2570882889581
1991-07-01,30.398886827272726,47.298986696144304,0.9496123029536491,3.7815375325312495,100.2755102,13.932823129166666,0.0,0.0,0.0,2.207409603335997,0.0,28.83152941293538,167.19387755,831.2570882889581
1991-08-01,26.950834880000002,40.79919641825309,1.276541938341886,1.1375630669081849,100.2755102,19.128401360833333,0.0,0.0,0.0,1.527831897316849,-0.3782436144613104,31.359421358706406,229.54081632999998,983.4133079528915
1991-09-01,20.321892394545454,28.640459311779168,1.344380763463159,-0.05129961865161681,62.34693878,13.687925170833333,0.0,0.0,0.0,1.141244555972755,0.0,20.640786656829917,164.25510205,426.04207381276797
1991-10-01,23.50278293272727,30.68701166585651,1.344380763463159,-0.05129961865161681,62.34693878,13.687925170833333,0.0,0.0,0.0,1.1412445559727549,0.0,20.640786656829917,164.25510205,426.04207381276797
1991-11-01,21.544217688333333,29.380576824926006,1.344380763463159,0.2525186411493556,62.34693878,12.635007850000001,0.0,0.0,0.0,1.2627571692375776,0.0,20.163661007131896,164.25510205,406.57322521053135
1991-12-01,26.23933209818182,31.88384698134642,1.5672444540413208,-0.537992403405037,62.34693878,16.1964285725,0.0,0.0,0.0,0.8389847267322587,0.0,20.65401032693373,194.35714287000002,426.5881425850851
1992-01-01,24.129251701666664,30.53059528937542,1.7521844258155366,-0.6835498054000655,62.34693878,17.336734694615384,0.0,0.0,0.0,0.6847940029999899,0.0,20.233073090960403,225.37755103,409.377246704146
1992-02-01,26.322820038181817,31.877773808503356,1.7521844258155366,-0.8065456309291172,62.34693878,18.781462585833335,15.05102041,15.05102041,0.0,0.5616288079463964,0.0,20.404850267208655,225.37755103,416.35791442720506
1992-03-01,29.193877551818183,33.38909721179047,1.9096227692879073,-0.8695818253722822,62.34693878,21.426870749166667,30.56122449,17.86734694,0.0,0.30179170199597405,0.017997382205144054,19.848644119846977,257.12244899,393.968673396336
1992-04-01,26.36456400818182,31.908250955805848,1.9099974108392133,-0.8799916863983226,62.34693878,21.468537415833328,30.56122449,17.86734694,0.0,0.296142965943027,0.0,19.86959580645668,257.62244898999995,394.80083751196094
1992-05-01,25.996289425454542,31.4809605034215,1.9099974108392133,-0.8799916863983244,62.34693878,21.468537415833335,30.56122449,17.86734694,0.0,0.2961429659430256,-1.0,19.86959580645668,257.62244898999995,394.80083751196094
1992-06-01,25.96011131727273,31.443813263550545,1.909888814901263,-0.8703181951988559,62.34693878,21.43537415,30.56122449,17.668367345,0.0,0.2996913802703894,0.0,19.84607544724364,257.2244898,393.8667106576868
1992-07-01,23.50463821818182,26.96383390761482,1.909888814901263,-0.8703181951988559,62.34693878,21.43537415,30.56122449,17.668367345,0.0,0.2996913802703893,-1.0,19.84607544724364,257.2244898,393.8667106576868
1992-08-01,23.119387754,27.349709899319794,1.7899252840325843,-1.9413777249777404,35.33673469,17.716141001818183,30.10204082,5.234693870000001,0.0,-0.15788365578161426,-1.0,16.23823982876586,194.87755102,263.68043273651784
1992-09-01,23.839517624545454,27.903420285153338,1.9442049845192426,-1.8664324463915838,35.33673469,18.826530612499997,30.56122449,4.602040814999999,0.0,-0.3124312937446804,-0.11286089233069184,15.977161177894505,225.91836734999998,255.26967930441933
1992-10-01,25.828571427999997,28.818871657239075,1.7904243545645189,-1.9459804494955417,35.33673469,17.357142857272724,30.10204082,5.234693870000001,0.0,-0.1637910839926368,0.0,15.892350653194672,190.92857142999998,252.56680928409713
1992-11-01,24.798701298181815,27.792101558798944,1.9191961165339257,-1.8654458914648213,35.33673469,17.119047619166665,22.30102041,11.239795915,0.0,-0.12405036957350715,0.0,15.236244876726865,205.42857142999998,232.1431579435856
1992-12-01,25.872448979,28.100074793889835,1.9190805690622066,-1.7652987105136462,35.33673469,18.798701298181815,31.02040816,4.316326530000001,0.0,-0.32211504779643957,0.014144736837015327,15.071658810024067,206.78571427999998,227.15489928577605
1993-01-01,26.380333950909094,28.281640080001303,1.9190805690622066,-1.8706432828078114,35.33673469,17.232142856666666,22.76020408,10.780612244999999,0.0,-0.12617902664678302,-1.0,15.336899399904823,206.78571427999998,235.22048320280092
1993-02-01,23.56029684545455,26.838872421421346,1.7604374124517632,-1.845275790348954,35.33673469,14.647108843333333,7.25,7.25,0.0,0.20733487708585904,0.0,15.40910844162739,175.76530612,237.4406229658325
1993-03-01,27.240259739090906,29.290374141017406,1.7579258141142264,-1.8255182681364692,36.14285714,15.013605441666664,7.25,7.25,0.0,0.22402444942115507,-1.0,15.857197211010511,180.16326529999998,251.45070338887953
1993-04-01,25.93197278833333,28.325231637807114,1.879617346444839,-1.7187666335157386,36.14285714,14.746467817692308,11.54081633,11.54081633,0.0,0.28349313661806314,-0.6357487921680692,15.263180917208802,191.70408163,232.96469171144693
1993-05-01,24.403525045454547,26.965256594066258,1.876846217964831,-1.7708973344356342,36.14285714,16.319727890833335,13.020408165,13.020408165,0.0,0.14985591613633029,0.013572047451676913,15.648351678120775,195.83673469000001,244.8709102421453
1993-06-01,24.403525045454547,26.965256594066258,1.876846217964831,-1.7708973344356342,36.14285714,16.319727890833335,13.020408165,13.020408165,0.0,0.14985591613633029,0.013572047451676913,15.648351678120775,195.83673469000001,244.8709102421453
1993-07-01,25.39710884333334,27.7044528119705,1.8764035115341455,-1.7173901346159224,36.14285714,15.103610675384617,11.54081633,11.54081633,0.0,0.29466002239067407,0.0,15.702091053263684,196.34693878000002,246.55566344498345
1993-08-01,24.88404452636363,27.554725517505442,1.8764035115341455,-1.7688263090754903,36.14285714,16.362244898333334,13.020408165,13.020408165,0.0,0.15248281923570298,0.15483234715560729,15.70056965013547,196.34693878000002,246.50788733875504
1993-09-01,25.32096474909091,28.083418782022996,1.7102950752874169,-1.5498572670701574,36.14285714,13.775510204166665,5.770408165,5.770408165,0.0,0.4910817953677406,0.0,15.626001008915365,165.30612245000003,244.171907530624
1993-10-01,29.932282003636363,33.690489445672746,1.8220990632713314,-0.42978094111014364,65.2244898,19.21088435416667,13.020408165,13.020408165,0.0,0.7499147899683553,3.498240675862069,20.479209385433244,230.53061225000005,419.3980170524171
1993-11-01,34.32003710636364,38.84245078552604,1.6937650071596035,-0.5177126999913373,65.2244898,18.002551020833334,5.770408165,5.770408165,0.0,0.7919421615772225,-1.0,21.138671153375324,216.03061225,446.84341813054203
1993-12-01,31.460111318181816,37.7749153260062,1.4966739623915961,-0.10265104471398878,65.2244898,15.380952381666665,0.0,0.0,0.0,1.0788146055385837,0.0,21.257662433169497,184.57142858,451.8882121225856
1994-01-01,31.46011131818182,37.77491532600621,1.4966739623915961,-0.10265104471398878,65.2244898,15.380952381666665,0.0,0.0,0.0,1.0788146055385837,0.0,21.257662433169497,184.57142858,451.8882121225856
1994-02-01,28.17439703272727,36.01934490658121,1.4966739623915961,-0.10265104471398878,65.2244898,15.380952381666667,0.0,0.0,0.0,1.078814605538583,-1.0,21.257662433169497,184.57142858,451.8882121225856
1994-03-01,29.52411873909091,36.796139041904674,1.491481745342357,0.1342926966976834,65.2244898,14.974489796666665,0.0,0.0,0.0,1.1483285692797291,-1.0,20.900422659134126,179.69387755999998,436.82766733044724
