timestamp,TMP__abs_diff_mean__w=365D_6h,TMP__diff_std__w=365D_6h,TMP__entropy__w=365D_6h,TMP__kurtosis__w=365D_6h,TMP__max__w=365D_6h,TMP__mean__w=365D_6h,TMP__mediam__w=365D_6h,TMP__median_abs_deviation__w=365D_6h,TMP__min__w=365D_6h,TMP__skew__w=365D_6h,TMP__slope__w=365D_6h,TMP__std__w=365D_6h,TMP__sum__w=365D_6h,TMP__var__w=365D_6h
1991-01-01,1555.6174166666667,1951.8409943176919,2.481668211493482,2.9548789454630153,9388.163,4078.294,3492.891,934.3699999999999,2325.11,1.8331403328999814,-0.6092266399720584,1809.6789477118268,53017.822,3274937.893791385
1991-02-01,1264.9066363636362,1530.3675511069578,2.448266489059875,-0.027600123851086344,5928.785,3635.8049166666665,3474.3695,780.021,2325.11,0.7085320872903627,-0.20844442401893362,1001.2460884524891,43629.659,1002493.7296414096
1991-03-01,1186.9384545454543,1438.964972541079,2.4532774927870142,0.5174701472912071,5928.785,3648.6602499999995,3474.3695,606.9295,2325.11,0.8865365996894087,0.3238405779095262,938.7547826179214,43783.922999999995,881260.5418880208
1991-04-01,1197.177636363636,1443.564781575953,2.4540857352941563,0.37131656061022245,5928.785,3707.8157499999998,3580.7675,606.9295,2325.11,0.7172711383967942,0.13648407579852898,934.7412304868234,44493.789,873741.1679720207
1991-05-01,1308.8412727272726,1497.9515347949994,2.4485269764511934,-0.6353617535506695,5928.785,3873.691166666667,3819.1295,670.4500000000003,2325.11,0.4292193002089582,0.7096024518224985,1051.2377920591066,46484.294,1105100.8954533052
1991-06-01,1307.3430909090907,1510.6744610001078,2.449972821416814,-0.7366934872678894,5928.785,3988.800583333333,4044.089,566.4375,2325.11,0.1506805600596457,0.11415632102750398,1047.5983860478577,47865.607,1097462.3784500763
1991-07-01,1261.2159090909088,1427.5089691595954,2.444061420232467,-1.1225069830595766,5928.785,4135.15175,4142.5015,962.2255000000002,2325.11,0.07909424953264921,1.5266662652519665,1170.9182056911663,49621.821,1371049.4444190206
1991-08-01,1440.9702727272727,1628.3107691679782,2.4271825878808944,1.1788782391360089,8982.813,4689.960333333333,4431.849,1013.7739999999999,2558.521,1.1782420721690863,1.5993078978010609,1657.8703965567963,56279.524000000005,2748534.251779389
1991-09-01,1723.0836363636363,2058.4139101338105,2.432001256725928,1.2221989397050654,8982.813,4817.159583333333,4568.5165,907.376,2558.521,1.0724280861328839,0.9473121385362868,1616.3397126081127,57805.91500000001,2612554.0665540765
1991-10-01,1421.141090909091,1801.8233776153415,2.4455715368865314,1.9115261612232857,8982.813,5023.210750000001,4785.481,756.8905,2904.704,1.3183439941933288,-0.15140538913116255,1465.8757629271843,60278.52900000001,2148791.7523373542
1991-11-01,1411.2714166666667,1757.8175733013109,2.5252420598343606,2.143063756819126,8982.813,4923.612230769231,4588.723,860.2930000000001,2904.704,1.4089293022736695,-0.3711308472140582,1450.0132618276903,64006.95900000001,2102538.4594761776
1991-12-01,1347.6585454545454,1779.2052079795128,2.440895672853294,2.3974994837232826,8982.813,4783.9518333333335,4452.0555,651.3525000000002,2904.704,1.6035652395607218,0.05694583611819523,1501.1646880320866,57407.422000000006,2253495.420594472
1992-01-01,1255.1329166666667,1704.528040384157,2.523142165769142,2.9136500667157366,8982.813,4732.487,4315.388,646.7440000000001,2904.704,1.7302878048713164,0.1216430375910009,1453.2491761052597,61522.331000000006,2111933.167850616
1992-02-01,1299.7868181818185,1762.3547443836858,2.4428614076970145,2.54581783039529,8982.813,4821.140583333333,4452.0555,576.7885000000001,2904.704,1.6312615748319423,0.41663625622438616,1478.429790897393,57853.687000000005,2185754.6466129096
1992-03-01,1172.5603636363637,1713.016901195902,2.4471104487810247,3.005137875777426,8982.813,4850.345249999999,4351.816,608.6294999999998,3728.43,1.894114689126507,-0.053323055258507335,1427.0552161491585,58204.143000000004,2036486.5899385214
1992-04-01,1070.6398181818183,1644.2063931525859,2.4438236416153516,2.6858009855046756,8982.813,4799.984666666666,4351.816,626.9044999999999,3365.288,1.7769813447554046,-0.38627667963429957,1467.3421005776245,57599.816,2153092.8401275557
1992-05-01,1020.5453636363637,1630.3879286528893,2.4369109211117763,2.8603371405028213,8982.813,4594.839500000001,3996.2335,611.7175,3021.654,1.8391653037273281,-0.34150437932296196,1528.2754037947755,55138.07400000001,2335625.709844084
1992-06-01,947.8359090909092,1582.1815253692716,2.433556944521922,2.867196986904691,8982.813,4504.771250000001,3845.0815000000002,408.48550000000023,3021.654,1.8827518417473612,-0.4028872925729777,1557.550224225537,54057.25500000001,2425962.700985021
1992-07-01,694.4097272727274,1208.7893618601415,2.434912939288995,4.5776432070113655,8982.813,4334.2275,3820.4285,303.5024999999998,3021.654,2.3388875604097,-0.5738248141200312,1509.5057939725118,52010.73,2278607.7420365834
1992-08-01,363.79330000000004,484.82337145130504,2.3870181193702216,-0.1889341797194528,5031.135,3911.628818181818,3812.605,302.30399999999963,3021.654,0.7674508171020781,-0.2316201611363886,585.3871794888977,43027.917,342678.14990996686
1992-09-01,385.2564545454545,482.7880973813024,2.4735241338724094,-0.10928472732089167,5031.135,3854.6900833333334,3785.2740000000003,303.5024999999998,3021.654,0.8433875839122382,-0.35202546485626235,591.4252718687935,46256.281,349783.8522050763
1992-10-01,332.3705999999999,365.3960133786354,2.3943372257914586,-0.5446985535700883,4114.909,3628.068818181818,3728.43,149.12800000000016,3021.654,-0.5150200758232137,-0.01678454470112083,303.4271555684009,39908.757,92068.03873633055
