timestamp;m3
199001;7223.944
199002;5430.278
199003;5512.591
199004;8376.743
199005;6150.498
199006;5694.691
199007;6137.073
199008;5106.314
199009;7117.718
199010;5349.537
199011;8129.342
199012;6805.697
199101;8731.899
199102;6764.831
199103;6340.301
199104;7468.333
199105;8928.074
199106;7207.918
199107;8651.539
199108;9931.726
199109;7639.696
199110;9347.012
199111;6674.152
199112;7857.34
199201;9126.476
199202;7360.709
199203;7000.784
199204;8185.012
199205;6302.675
199206;8229.8
199207;8552.35
199208;6576.1
199209;5511.5
199210;6381.95
199211;8420.7
199212;8956.453
199301;8232.95
199302;7951.25
199303;8978.4
199304;7977.582
199305;7724.65
199306;9917.15
199307;7799.2
199308;8928.6
199309;8147.4
199310;9053.1
199311;8499.8
199312;9763.55
199401;9847.45
199402;9284.65
199403;8894.25
199404;8689.0
199405;9263.43
199406;9001.45
199407;8057.9
199408;10650.18
199409;11145.35
199410;9770.0
199411;11046.55
199412;11498.9
199501;12459.76
199502;10960.3
199503;11907.95
199504;10378.4
199505;5930.8
199506;11728.0
199507;11157.55
199508;12114.182
199509;12698.365
199510;13027.954
199511;13642.494
199512;15510.1
199601;15575.2
199602;14305.35
199603;15107.0
199604;13615.25
199605;14742.52
199606;13924.4
199607;16264.3
199608;16852.275
199609;16975.451
199610;18355.35
199611;16760.286
199612;19559.626
199701;17868.466
199702;15372.784
199703;16498.965
199704;16828.832
199705;15961.671
199706;16745.943
199707;17901.313
199708;11289.0
199709;16644.85
199710;18767.777
199711;16754.625
199712;21240.45
199801;19419.1
199802;16748.2
199803;18008.9
199804;18500.75
199805;16465.2
199806;16867.359
199807;18799.35
199808;17919.6
199809;19640.5
199810;21222.2
199811;17950.35
199812;22562.1
199901;21046.7
199902;16691.85
199903;19987.7
199904;18582.02
199905;18103.25
199906;19598.45
199907;19663.05
199908;17220.2
199909;17964.55
199910;17747.1
199911;17273.95
199912;21332.7
200001;19130.2
200002;18901.67
200003;17949.95
200004;17620.6
200005;18024.05
200006;19198.35
200007;16607.65
200008;19082.537
200009;19266.204
200010;18467.781
200011;18534.865
200012;19630.397
200101;19274.629
200102;17288.335
200103;18023.763
200104;17727.55
200105;18209.134
200106;18172.049
200107;17817.301
200108;18807.914
200109;17166.509
200110;18442.309
200111;18317.242
200112;18342.076
200201;20353.694
200202;18557.608
200203;19396.021
200204;18126.931
200205;18977.64
200206;16968.225
200207;18511.629
200208;18723.852
200209;18275.965
200210;22312.399
200211;16229.53
200212;21006.476
200301;20154.236
200302;17029.668
200303;14589.516
200304;15991.01
200305;17859.749
200306;17217.095
200307;18520.826
200308;18374.154
200309;18315.595
200310;20182.377
200311;17766.058
200312;22671.698
200401;20041.722
200402;18582.33
200403;19566.971
200404;20434.458
200405;19225.882
200406;19713.627
200407;20288.365
200408;21262.945
200409;21903.066
200410;21768.648
200411;20757.336
200412;24192.259
200501;23730.959
200502;19978.432
200503;22417.26
200504;20898.467
200505;21805.688
200506;20966.883
200507;21379.531
200508;22438.656
200509;21255.621
200510;18017.453
200511;21087.66
200512;23824.516
200601;22392.975
200602;20454.012
200603;22047.198
200604;19917.74
200605;22080.884
200606;21508.137
200607;21200.975
200608;23818.261
200609;23103.033
200610;23560.661
200611;22253.955
200612;24301.89
200701;23220.67122
200702;20700.19745
200703;22420.21728
200704;21168.16618
200705;22589.02585
200706;22212.26724
200707;22369.3266
200708;23344.36614
200709;21284.39714
200710;24054.72165
200711;23541.26234
200712;25428.7222
200801;25541.43794
200802;21969.09031
200803;22931.51495
200804;23102.87802
200805;22882.86733
200806;22696.6081
200807;28775.50581
200808;25197.57103
200809;27871.71734
200810;28346.87073
200811;24814.21399
200812;29921.53176
200901;27465.20533
200902;25318.58155
200903;26042.36278
200904;27001.11
200905;25072.61
200906;27807.26
200907;28271.928
200908;27030.3
200909;28886.185
200910;30703.062
200911;28536.458
200912;32158.27
201001;32786.7
201002;30490.22
201003;36229.133
201004;33031.85
201005;32070.422
201006;32310.55
201007;33804.78
201008;32634.95
201009;34368.123
201010;33172.15
201011;33697.85
201012;38953.0
201101;35777.516
201102;34307.369
201103;40819.7
201104;38223.42
201105;38472.626
201106;39478.27
201107;39405.0
201108;42316.89
201109;42362.65
201110;41815.85
201111;42739.45
201112;48798.358
201201;43913.0
201202;42443.264
201203;45397.745
201204;43714.85
201205;45431.602
201206;44481.863
201207;45790.006
201208;49512.995
201209;46892.277
201210;52456.952
201211;48623.619
201212;53245.446
201301;49921.646
201302;44581.021
201303;48367.012
201304;49845.79
201305;50419.5
201306;47796.151
201307;50076.575
201308;52018.067
201309;49689.525
201310;53925.905
201311;52176.5
201312;56783.0
201401;53530.753
201402;50572.5
201403;51373.969
201404;53187.232
201405;55343.789
201406;50103.982
201407;52927.05
201408;54592.5
201409;55774.95
201410;59381.262
201411;52728.5
201412;62829.367
201501;58504.552
201502;46854.451
201503;52675.064
201504;53451.377
201505;52396.139
201506;53368.378
201507;54746.45
201508;53206.61
201509;53444.976
201510;55011.9
201511;51316.85
201512;59807.0
201601;52217.1
201602;50588.546
201603;55269.539
201604;52038.254
201605;52908.487
201606;51790.5
201607;53965.732
201608;56402.957
201609;57645.0
201610;54573.78
201611;53512.95
201612;60767.4
201701;54775.0
201702;51672.5
201703;57179.0
201704;53115.5
201705;56519.182
201706;56202.905
201707;53988.885
201708;56702.606
201709;53508.666
201710;55221.146
201711;53118.376
201712;59016.375
201801;51849.577
201802;46799.269
201803;54461.068
201804;50075.683
201805;52792.283
201806;47219.614
201807;49428.5
201808;53802.257
201809;46467.954
201810;50733.929
201811;49430.612
201812;55028.378
201901;50602.09
201902;47681.5
201903;49180.5
201904;51588.67
201905;49466.0
201906;48612.904
201907;53223.033
201908;54635.0
