timestamp,F_0,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20,F_21,F_22,F_23,F_24,F_25,F_26,F_27,F_28,F_29,F_30,F_31,F_32,F_33,F_34,F_35,F_36,F_37,F_38,F_39,F_40,F_41
199201,0.692967446945885,12.0,-9.915851801443898,0.39228290616388123,0.0,0.0,0.0,0.0,1.0,12.0,0.0,2.5628094301790393e-70,2.2648008533734667e-18,8.657433109262307e-19,-0.1932643192527143,0.3018257825475196,1.0,7.0,5.0,0.0,0.9241161778429601,1.2583795101258048,0.0,0.6962144333207071,0.0,1.4901169166865745e-08,2.953158190697872e-10,0.0,0.0,0.0,0.0,2.0,0.7581053304771381,3.0,0.0,-0.016859748357917512,0.2386793625821858,-0.4470709587017486,0.3604875778717017,-0.5505832678456498,0.38927424069819366,0.0
199202,0.6884580667821978,12.0,-10.656496046345541,0.43372981852270837,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0957455847495883e-68,-2.170617127942678e-16,2.86832226661553e-18,-0.11789914980836227,0.44868340589694833,1.0,12.0,4.0,0.0,0.8861179826011323,0.821596310748024,0.0,0.2530575734947827,0.0,1.4901161193847656e-08,2.9526701669350563e-10,0.0,0.0,0.0,0.0,3.0,0.7961563215366152,3.0,0.0,-0.029867210132900602,0.21324389522464757,-0.425122611514712,0.34750766320406434,-0.5458373710403477,0.35622823194168696,0.0
199203,0.6220011515583777,12.0,-10.523071879993367,0.318922629040301,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.7749826356901254e-68,2.2174244286146364e-17,-5.835254194894984e-18,-0.23703362418918067,0.48678536724435495,1.0,11.0,3.0,0.0,0.6586768696618526,0.9118164984407944,0.0,0.29350381830588296,0.0,1.4901182753950826e-08,2.939028297479786e-10,0.0,0.0,0.0,0.0,3.0,0.8872236418435878,3.0,0.0,-0.009625844781713975,0.10303694305969692,-0.4648522361780497,0.3236427360550663,-0.586082813953716,0.43224785743352423,0.0
199204,0.6208135820808809,12.0,-10.68084021712372,0.32560606658327823,0.0,0.0,0.0,0.0,1.0,12.0,0.0,3.0448634709124723e-69,-4.89124367062906e-17,6.041016876706205e-18,-0.3399461000593982,0.5677353571678404,1.0,10.0,2.0,0.0,0.5526653251851483,0.21167599659498126,0.0,0.32501637643654285,0.0,1.4901161193847656e-08,2.943425528655425e-10,0.0,0.0,0.0,0.0,3.0,0.8765009357431633,5.0,0.0,8.67774236735207e-05,0.10129861375269945,-0.4213101707013747,0.29323123784068894,-0.31078912024231,0.21338466244474685,0.0
199205,0.6435702789923813,12.0,-10.09467288636148,0.2825821061727045,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.819574024361814e-68,6.266107766224844e-17,-1.8340860594133387e-19,0.03585512210902792,0.26079560639854427,1.0,9.0,1.0,0.0,0.04339914638613025,0.03562566682331513,0.0,0.09170138583608571,0.0,1.4901254135870263e-08,2.8872500757451826e-10,0.0,0.0,0.0,0.0,3.0,0.8436397955370647,6.0,0.0,0.02554647209685733,0.11558214492651167,0.05430658058915426,0.16134645242099088,-0.08384984673495877,0.11290217309855008,0.0
199206,0.5844828825331843,12.0,-8.087169498788455,0.1764253880654593,0.0,0.0,0.0,0.0,1.0,12.0,0.0,7.034779053810065e-68,6.539056382940571e-17,-1.0888588714288733e-17,-0.3974742686603143,0.3479637777854073,1.0,8.0,11.0,0.0,0.3073940679882027,0.6079631534385607,0.0,1.138963510330133,0.0,1.4901161193847656e-08,0.0,0.0,0.0,0.0,0.0,2.0,0.7483679776932467,6.0,0.0,0.2104008946492296,0.42496765964252503,-0.35946001019085033,0.28556590197992815,-0.562552925252898,0.440557564157153,0.0
199207,0.6512138152348778,12.0,-8.649105245800364,0.20382506403286865,0.0,0.0,0.0,0.0,1.0,12.0,0.0,7.40376607544929e-70,4.328914261541796e-18,4.2026818407433055e-18,-0.3577050846161516,0.47504264636914983,1.0,7.0,10.0,0.0,0.38355668509755736,0.594834710150778,0.0,0.5401407179129594,0.0,1.4901351189912164e-08,2.8974112502311894e-10,0.0,0.0,0.0,0.0,2.0,0.7709244571680762,5.0,0.0,0.2625600142241132,0.41803402357769354,-0.26264474122383075,0.3505640004434547,-0.6124405907518612,0.6901261802047549,0.0
199208,0.7450788361368238,12.0,-8.340577779794817,0.10780398411713864,0.0,0.0,0.0,0.0,1.0,12.0,0.0,5.786412612533067e-67,-4.1859405885745905e-17,1.6407512411808268e-17,0.006573014754222029,0.28812825328020975,1.0,6.0,9.0,0.0,0.4076454957742978,0.5580488211923905,0.0,1.4314486677314988,0.0,1.490156178832775e-08,2.886422427400247e-10,0.0,0.0,0.0,0.0,2.0,0.7627810175074237,5.0,0.0,0.25039026389512753,0.48450770452701947,-0.26995890944243905,0.33194312506085877,-0.598554807868815,0.6515943912897677,0.0
199209,0.7772852934134038,12.0,-8.805406860368675,0.09887755224450176,0.0,0.0,0.0,0.0,1.0,12.0,0.0,6.185804756522106e-67,8.515358853826999e-17,-1.7464256830279564e-17,0.058163850755412,0.30501326178969757,1.0,5.0,8.0,0.0,0.16994360127823394,0.43203343792960186,0.0,2.4706685481030353,0.0,1.490141923360888e-08,2.889915898053279e-10,0.0,0.0,0.0,0.0,2.0,0.7551044882534135,6.0,0.0,0.2713218493746136,0.5617030075971785,-0.20897755231997597,0.14311851176913717,-0.5320884134808939,0.37626364848150984,0.0
199210,0.773426220443491,12.0,-7.4268783182421485,0.18235560644212628,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.219523354818083e-67,2.738969503975206e-16,-6.226296510939607e-18,-0.009688878874377823,0.4575465423994419,1.0,4.0,7.0,0.0,0.49635313161257966,0.7407202358583886,0.0,1.4911821371600933,0.0,1.4901161193847656e-08,2.905345872738268e-10,0.0,0.0,0.0,0.0,2.0,0.7374726746769146,5.0,0.0,0.332640671822381,0.3460839809191084,-0.17052750247208215,0.35961150739866177,-0.5597039367407226,0.6164979551084196,0.0
