timestamp;m3
199001;192.497
199002;52.481
199003;31.409
199004;30.842
199005;30.419
199006;26.148
199007;28.948
199008;39.455
199009;110.522
199010;38.694
199011;85.359
199012;59.577
199101;55.17
199102;28.654
199103;22.47
199104;21.636
199105;35.336
199106;14.423
199107;37.848
199108;99.712
199109;24.745
199110;78.501
199111;46.961
199112;64.209
199201;79.742
199202;47.037
199203;51.967
199204;37.773
199205;89.209
199206;95.854
199207;83.552
199208;98.926
199209;81.039
199210;90.089
199211;63.158
199212;71.6
199301;63.945
199302;49.743
199303;56.659
199304;52.758
199305;45.642
199306;47.438
199307;69.994
199308;64.541
199309;70.151
199310;73.126
199311;72.988
199312;46.025
199401;32.058
199402;34.552
199403;36.732
199404;42.647
199405;40.648
199406;55.753
199407;71.578
199408;84.937
199409;140.688
199410;58.324
199411;73.189
199412;23.846
199501;11.449
199502;10.78
199503;11.185
199504;9.296
199505;0.192
199506;8.725
199507;14.675
199508;10.678
199509;15.717
199510;13.781
199511;18.301
199512;18.343
199601;10.917
199602;43.157
199603;60.961
199604;49.483
199605;50.192
199606;56.795
199607;76.081
199608;60.0
199609;105.304
199610;89.863
199611;60.669
199612;60.68
199701;60.29
199702;45.418
199703;70.625
199704;59.02
199705;76.924
199706;79.339
199707;125.372
199708;139.429
199709;94.12
199710;128.327
199711;85.771
199712;140.384
199801;112.937
199802;75.563
199803;115.465
199804;103.721
199805;110.984
199806;119.04
199807;124.72
199808;114.249
199809;117.687
199810;121.125
199811;89.645
199812;112.199
199901;84.564
199902;40.311
199903;64.297
199904;61.332
199905;60.367
199906;54.778
199907;57.967
199908;42.816
199909;24.317
199910;75.789
199911;60.818
199912;57.224
200001;57.555
200002;41.852
200003;40.23
200004;29.063
200005;42.029
200006;80.306
200007;76.211
200008;59.228
200009;58.807
200010;77.006
200011;58.791
200012;59.991
200101;64.994
200102;54.246
200103;52.739
200104;37.132
200105;71.846
200106;47.758
200107;78.891
200108;75.852
200109;43.009
200110;52.899
200111;45.074
200112;42.036
200201;38.005
200202;37.323
200203;19.917
200204;19.442
200205;47.378
200206;66.714
200207;53.963
200208;82.673
200209;136.637
200210;88.798
200211;98.813
200212;127.85
200301;96.339
200302;88.55
200303;81.615
200304;111.485
200305;118.147
200306;59.617
200307;65.278
200308;76.928
200309;67.192
200310;60.852
200311;73.805
200312;72.263
200401;64.81
200402;140.17
200403;95.73
200404;34.128
200405;71.35
200406;42.69
200407;54.54
200408;65.491
200409;62.946
200410;81.031
200411;62.683
200412;82.855
200501;217.312
200502;150.351
200503;127.149
200504;77.658
200505;22.71
200506;72.582
200507;94.92
200508;66.948
200509;62.377
200510;87.126
200511;48.183
200512;47.228
200601;44.97
200602;51.55
200603;76.944
200604;47.154
200605;65.069
200606;63.756
200607;81.176
200608;93.16
200609;73.449
200610;37.023
200611;74.51
200612;66.889
200701;85.94158953
200702;86.79385975
200703;104.8785658
200704;34.52605269
200705;62.9560512
200706;45.92578024
200707;67.99843613
200708;84.75300626
200709;40.49830288
200710;68.74816983
200711;81.75176158
200712;76.01892081
200801;72.75805118
200802;100.5377419
200803;45.80959755
200804;26.69238483
200805;85.4868645
200806;62.20940642
200807;96.84168136
200808;83.03843614
200809;107.6220203
200810;76.05926179
200811;64.94875547
200812;110.0193985
200901;112.8978737
200902;122.0975192
200903;59.16667194
200904;106.1388302
200905;54.69443789
200906;66.99703858
200907;50.39214585
200908;122.8779188
200909;35.94988704
200910;76.19310069
200911;62.50522469
200912;95.72366737
201001;114.5012879
201002;67.35886298
201003;77.90551983
201004;55.33534944
201005;84.42991436
201006;54.01316044
201007;94.20910699
201008;148.959941
201009;119.470208
201010;74.59063835
201011;76.71636096
201012;130.1531235
201101;92.4104564
201102;133.0565893
201103;67.21810463
201104;57.95212979
201105;9.901572051
201106;154.3949171
201107;40.82476484
201108;81.443132
201109;85.1773218
201110;79.91203251
201111;93.31487652
201112;105.2882167
201201;78.37294318
201202;102.1537532
201203;92.65366596
201204;79.31676307
201205;82.83956529
201206;82.39609565
201207;81.06901396
201208;76.07440535
201209;48.50780123
201210;92.13687267
201211;83.26777398
201212;52.84098452
201301;62.25442054
201302;46.883706
201303;89.836175
201304;86.58028452
201305;64.36369182
201306;51.96869461
201307;91.6366719
201308;60.03084839
201309;50.18012013
201310;72.45858014
201311;69.46227607
201312;60.56626127
201401;70.238
201402;93.171
201403;35.124
201404;95.12
201405;69.864
201406;61.535
201407;70.357
201408;87.786
201409;79.301
201410;87.645
201411;54.818
201412;38.583
201501;58.4174866
201502;76.58489687
201503;30.09396396
201504;46.13664657
201505;43.69208577
201506;36.72115469
201507;35.48119042
201508;64.53666687
201509;41.88346204
201510;79.28092915
201511;8.103870482
201512;36.04873518
201601;20.0
201602;10.0
201603;53.1
201604;27.433
201605;58.742
