timestamp;m3
199001;392.622
199002;382.619
199003;1223.779
199004;1084.297
199005;297.034
199006;143.652
199007;159.405
199008;952.808
199009;212.078
199010;177.258
199011;225.622
199012;289.331
199101;113.648
199102;203.297
199103;213.517
199104;305.601
199105;261.643
199106;181.593
199107;161.37
199108;387.135
199109;191.068
199110;203.892
199111;135.632
199112;208.532
199201;135.377
199202;146.099
199203;167.276
199204;155.37
199205;171.93
199206;159.332
199207;132.148
199208;173.923
199209;130.576
199210;137.851
199211;101.645
199212;171.6
199301;112.234
199302;109.594
199303;172.141
199304;109.418
199305;155.668
199306;147.237
199307;141.958
199308;126.184
199309;112.092
199310;115.283
199311;118.181
199312;166.262
199401;105.662
199402;113.634
199403;83.065
199404;92.699
199405;180.872
199406;83.434
199407;82.058
199408;74.893
199409;91.687
199410;99.671
199411;133.278
199412;97.547
199501;76.447
199502;64.292
199503;92.413
199504;83.939
199505;82.287
199506;103.853
199507;144.755
199508;130.511
199509;140.9
199510;101.719
199511;99.214
199512;131.599
199601;137.056
199602;116.758
199603;94.247
199604;147.223
199605;113.522
199606;129.359
199607;119.219
199608;104.761
199609;56.143
199610;107.54
199611;112.07
199612;114.178
199701;175.847
199702;97.821
199703;121.681
199704;172.782
199705;123.416
199706;90.652
199707;308.715
199708;152.416
199709;151.601
199710;97.321
199711;152.322
199712;93.757
199801;159.001
199802;76.061
199803;144.192
199804;108.212
199805;81.873
199806;76.138
199807;104.645
199808;87.818
199809;96.862
199810;96.111
199811;110.477
199812;136.898
199901;119.731
199902;117.968
199903;105.274
199904;117.547
199905;81.572
199906;203.008
199907;65.522
199908;147.959
199909;60.377
199910;127.24
199911;173.974
199912;101.316
200001;105.22
200002;170.062
200003;83.909
200004;154.838
200005;140.168
200006;119.0
200007;108.441
200008;107.689
200009;166.016
200010;107.482
200011;90.548
200012;153.153
200101;158.469
200102;159.906
200103;142.697
200104;78.799
200105;138.535
200106;46.618
200107;120.782
200108;164.128
200109;139.502
200110;152.816
200111;73.572
200112;94.139
200201;170.135
200202;87.152
200203;134.331
200204;117.707
200205;92.144
