timestamp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
199101,-0.6924944541765932,-0.5112195447544421,0.47499648240032505,1.0,0.47513526961661734,-2.0072572747342003,1.0,2.0,0.02203856749311295,0.0,0.3190740151952711,2.0,1.0,-0.33333333333333337,0.33333333333333326,1.0271626370065259e-33,5.0,1.893788232391138,0.0,0.0,2.3561944901925003,0.7209388309793134,9485.470408
199102,-0.6592632630087547,-0.4791361854587233,0.4829831376073403,1.0,0.33650583350462826,-3.560007555228987,0.9090909090909091,2.0,0.02203856749311295,0.0,0.3006408574114205,2.0,1.0,-0.5,0.20833333333333337,0.0,5.0,1.893788232391138,0.0,0.0,1.96349540849375,0.7135706920553062,4990.985714
199103,0.002231151355230443,-0.18921042975244629,0.5535537879694578,1.0,0.4228104552401625,1.1467384744557778,1.0,4.0,0.03856749311294766,0.0,0.2586864360517799,1.0,1.0,-0.08333333333333337,0.16666666666666674,1.0271626370065259e-33,5.0,1.720193459219825,0.0,0.0,1.570796326795,1.2324232269967492,8765.487755
199104,-0.04944977933996719,-0.2478056516251973,0.6549424650369718,3.0,0.19497599371892638,0.3733126719513353,1.0,3.0,0.07407407407407407,0.0,0.2670160316657557,3.0,0.3333333333333333,-0.25,0.5,2.5679065925163148e-34,4.0,1.8462202193216335,0.0,0.0,1.1780972450962501,1.2953894573094975,9292.963265
199105,0.09317565628462998,-0.12993869342764763,0.6059031280917058,1.0,0.1949759937189264,0.6942802467503371,1.0,4.0,0.013774104683195594,0.0,0.29352704218810544,1.0,1.0,-0.6666666666666667,0.33333333333333326,4.1086505480261036e-33,3.0,2.019814992492946,0.0,0.0,1.1780972450962501,1.4773831586493231,4130.454082
199106,0.11540336330537193,0.11540336330537204,0.5941792742196503,1.0,0.13282862876456336,-0.4587935302399469,0.9090909090909091,4.0,0.0303030303030303,0.0,0.2513982790089322,1.0,1.0,0.0,0.75,5.777789833161708e-34,2.0,1.8462202193216333,0.0,0.0,1.570796326795,1.284535518214252,10548.28878
199107,0.10136168380068244,0.10136168380068239,0.5302352995048268,1.0,0.11849392256130015,1.1281291780568237,0.9090909090909091,4.0,0.03856749311294766,0.0,0.287217935156589,1.0,1.0,0.41666666666666674,0.5833333333333333,2.5679065925163148e-34,2.0,1.7201934592198251,0.0,0.0,1.96349540849375,1.3675110321400525,10276.97755
199108,0.06398157762152912,-0.13149556281547303,0.5500936104158788,1.0,0.18805384681473103,1.082218546057363,0.9090909090909091,4.0,0.013774104683195593,0.0,0.2641588284671153,2.0,1.0,0.41666666666666674,0.41666666666666674,1.0271626370065259e-33,2.0,2.0198149924929463,0.0,0.0,1.570796326795,1.3810631627584165,10574.59541
199109,0.0021917925049180775,0.19424873579187063,0.5684653626766287,1.0,0.34342798040882344,1.0264243234708232,0.9090909090909091,4.0,0.030303030303030304,0.0,0.2695496941651445,1.0,1.0,0.7083333333333334,0.25,2.3111159332646834e-33,2.0,1.8462202193216333,0.0,0.0,1.570796326795,1.1801292135395027,10872.21327
199110,-0.05783821031817826,0.506620858238825,0.5888506040743963,1.0,0.3888306478810829,0.9681901790249935,0.9090909090909091,4.0,0.013774104683195593,0.0,0.2955723200065551,1.0,1.0,0.6666666666666667,0.08333333333333326,2.5679065925163148e-34,2.0,2.019814992492946,0.0,0.0,1.570796326795,1.1516530374447356,8603.789796
