timestamp;m3
199001;2421.44
199002;1545.709
199003;1298.088
199004;1660.961
199005;1775.553
199006;1248.817
199007;1580.661
199008;1418.161
199009;1131.623
199010;1409.175
199011;1258.357
199012;1209.474
199101;358.33
199102;265.877
199103;1645.337
199104;1837.162
199105;1395.814
199106;1473.7
199107;1533.646
199108;1514.201
199109;1196.183
199110;2187.399
199111;1706.415
199112;1706.399
199201;1947.51
199202;1931.5
199203;2021.646
199204;1836.002
199205;1895.277
199206;2006.866
199207;2022.569
199208;1826.804
199209;1804.037
199210;1794.098
199211;1485.015
199212;1666.579
199301;2578.446
199302;2322.169
199303;2026.657
199304;1932.735
199305;1866.175
199306;1654.781
199307;1739.276
199308;1664.608
199309;1584.109
199310;1717.733
199311;1612.757
199312;1733.874
199401;3139.734
199402;2719.569
199403;2032.47
199404;1755.184
199405;1746.612
199406;1710.35
199407;1856.858
199408;1960.605
199409;1748.619
199410;2032.784
199411;1956.968
199412;2234.591
199501;3220.147
199502;2707.293
199503;2428.337
199504;2167.37
199505;1930.625
199506;2064.432
199507;2014.036
199508;2015.777
199509;1931.346
199510;2240.299
199511;2031.706
199512;2263.82
199601;2960.855
199602;2473.701
199603;3051.473
199604;2380.748
199605;1961.264
199606;2106.107
199607;1632.07
199608;1440.236
199609;1406.113
199610;1993.551
199611;1827.96
199612;1814.632
199701;2835.9
199702;2929.051
199703;2761.767
199704;2155.383
199705;3382.527
199706;1710.793
199707;1761.196
199708;2133.656
199709;2534.925
199710;2403.803
199711;2333.784
199712;2627.219
199801;3782.959
199802;3168.974
199803;2677.982
199804;3150.616
199805;2698.581
199806;3526.362
199807;4014.934
199808;3736.573
199809;4020.771
199810;3548.221
199811;3365.557
199812;3957.878
199901;5651.099
199902;4064.268
199903;3829.052
199904;3494.451
199905;2996.313
199906;3251.396
199907;3193.266
199908;3767.788
199909;3730.86
199910;4380.85
199911;4378.53
199912;5124.374
200001;7126.649
200002;6906.73
200003;5471.998
200004;4976.13
200005;4599.663
200006;4224.939
200007;4609.08
200008;4179.489
200009;4559.002
200010;5654.772
200011;4808.947
200012;5109.231
200101;6487.039
200102;6797.466
200103;6472.509
200104;5928.849
200105;5522.339
200106;5344.665
200107;7145.194
200108;6269.562
200109;5811.833
200110;6934.515
200111;6103.846
200112;5380.969
200201;6348.5
200202;6703.374
200203;5541.929
200204;6012.122
200205;4997.245
200206;4996.676
200207;2901.247
200208;5322.649
200209;3836.677
200210;3467.057
200211;5171.51
200212;3640.525
200301;4547.096
200302;4017.983
200303;3541.848
200304;3669.244
200305;3343.979
200306;3143.199
200307;3236.136
200308;2807.193
200309;3044.721
200310;3127.137
200311;2898.866
200312;3513.416
200401;4229.65
200402;3940.726
200403;3861.125
200404;3216.964
200405;3294.398
200406;3679.236
200407;3575.292
200408;3575.851
200409;3598.923
200410;3731.664
200411;4283.301
200412;3975.477
200501;4891.531
200502;4407.955
200503;4227.803
200504;3971.956
200505;4656.053
200506;4048.745
200507;4269.617
200508;4336.239
200509;3720.639
200510;4234.259
200511;4079.318
200512;4345.916
200601;5400.692
200602;5194.953
200603;5122.695
200604;4222.743
200605;4551.382
200606;4336.675
200607;4169.087
200608;3869.781
200609;3920.409
200610;3923.069
200611;4011.751
200612;4906.346
200701;6283.146
200702;6056.237
200703;5353.512
200704;5207.514
200705;4876.296
200706;4557.741
200707;5000.433
200708;4532.899
200709;4426.744
200710;5558.626
200711;5118.167
200712;5442.363
200801;6310.696
200802;5972.926
200803;5428.193
200804;4672.699
200805;4850.43
200806;4431.349
200807;4778.67
200808;4733.239
200809;4792.919
200810;4982.688
200811;4675.916
200812;5547.153
200901;6033.385
200902;5403.049
200903;5282.76
200904;4650.396
200905;4791.315
200906;4890.309
200907;5348.092
200908;5326.364
200909;4765.648
200910;4817.761
200911;4855.825
200912;6063.7
201001;7057.497
201002;6838.216
201003;6463.231
201004;5767.708
201005;5782.019
201006;5911.776
201007;6003.499
201008;5852.108
201009;6104.264
201010;6414.805
201011;6635.082
201012;8002.494
201101;9073.142
201102;8547.638
201103;7970.242
201104;7213.383
201105;7149.935
201106;7088.959
201107;7886.496
201108;7453.589
201109;7925.557
201110;8479.028
201111;8559.924
201112;9847.819
201201;10904.31
201202;9656.438
201203;9360.979
201204;9024.633
