timestamp;m3
199001;1894.065
199002;1375.025
199003;895.884
199004;2366.619
199005;1664.718
199006;1434.733
199007;1620.348
199008;1232.867
199009;2366.87
199010;785.469
199011;3933.139
199012;1691.259
199101;72.019
199102;1573.18
199103;2164.568
199104;2134.581
199105;372.431
199106;3438.262
199107;3443.315
199108;5536.728
199109;2429.187
199110;2200.375
199111;1793.03
199112;1515.441
199201;1634.363
199202;1770.406
199203;2079.092
199204;1794.285
199205;1862.426
199206;2741.087
199207;3729.257
199208;2492.645
199209;2721.432
199210;1778.101
199211;2049.196
199212;2092.511
199301;2083.837
199302;1994.453
199303;2980.259
199304;2180.255
199305;2245.799
199306;2931.771
199307;4324.065
199308;3459.696
199309;2432.6
199310;2392.449
199311;2258.962
199312;2021.122
199401;2003.293
199402;2177.409
199403;1924.214
199404;2022.332
199405;2233.483
199406;2728.204
199407;3872.947
199408;2741.259
199409;2489.879
199410;2641.319
199411;2392.905
199412;2224.431
199501;2125.793
199502;2150.902
199503;2462.411
199504;2171.841
199505;3641.366
199506;2152.645
199507;3877.706
199508;2720.848
199509;2469.068
199510;2460.26
199511;2256.727
199512;2095.143
199601;2530.775
199602;2226.691
199603;2820.143
199604;2596.795
199605;3598.441
199606;3428.389
199607;4589.892
199608;3258.007
199609;3351.427
199610;2985.613
199611;2430.677
199612;2334.479
199701;2539.47
199702;2476.505
199703;3546.772
199704;4284.148
199705;5782.995
199706;4354.261
199707;4733.8
199708;5202.945
199709;4364.27
199710;5071.831
199711;4484.179
199712;4600.478
199801;4334.912
199802;4664.262
199803;5005.616
199804;4930.77
199805;5271.02
199806;5094.176
199807;4770.276
199808;6200.952
199809;8066.22
199810;6156.071
199811;5672.854
199812;5018.196
199901;5035.347
199902;4338.857
199903;5171.685
199904;5002.01
199905;5418.866
199906;6404.794
199907;6299.723
199908;6710.578
199909;5763.399
199910;5751.032
199911;5850.704
199912;6807.167
200001;5706.297
200002;6022.053
200003;5936.027
200004;5128.761
200005;6068.7
200006;5597.479
200007;5654.093
200008;5521.797
200009;6169.834
200010;5431.339
200011;5071.962
200012;4852.077
200101;4943.4
200102;3947.237
200103;5031.334
200104;5288.783
200105;5727.479
200106;4444.361
200107;6555.933
200108;5665.359
200109;4686.16
200110;5153.978
200111;4888.315
200112;4702.746
200201;4260.208
200202;3419.027
200203;3632.17
200204;3842.929
200205;4539.87
200206;4456.878
200207;2958.898
200208;2666.821
200209;2093.307
200210;4255.161
200211;4233.673
200212;3773.949
200301;3849.25
200302;2823.698
200303;2378.386
200304;2377.366
200305;1819.711
200306;1638.501
200307;1967.61
200308;2562.023
200309;1504.686
200310;1838.3375
200311;2171.989
200312;2378.126
200401;2299.756
200402;2792.198
200403;2583.481
200404;2709.018
200405;2437.216
200406;3274.084
200407;2941.484
200408;2517.462
200409;2554.314
200410;2082.27
200411;2099.884
200412;2065.385
200501;1535.438
200502;1618.368
200503;2155.021
200504;1615.235
200505;2399.738
200506;2261.343
200507;3858.918
200508;2271.168
200509;2991.418
200510;2143.29
200511;2426.135
200512;2134.196
200601;1869.211
200602;1425.76
200603;2030.696
200604;1754.592
200605;1889.114
200606;2501.06
