timestamp;m3
199001;1359.025
199002;1010.569
199003;643.317
199004;1257.202
199005;1022.85
199006;968.914
199007;1024.718
199008;863.468
199009;947.709
199010;579.748
199011;790.6335
199012;1001.519
199101;1297.471
199102;898.136
199103;1019.202
199104;1075.668
199105;989.858
199106;970.763
199107;1184.998
199108;1105.484
199109;1025.97
199110;1100.961
199111;1002.731
199112;1073.941
199201;1180.0
199202;977.209
199203;978.991
199204;868.0
199205;842.6
199206;897.343
199207;1092.68
199208;1061.268
199209;1092.95
199210;1080.517
199211;952.0
199212;1077.762
199301;984.0
199302;821.804
199303;1040.163
199304;1136.0
199305;971.984
199306;984.0
199307;1346.0
199308;1212.454
199309;1077.39
199310;943.554
199311;1036.0
199312;1043.759
199401;1041.315
199402;907.124
199403;1093.24
199404;914.664
199405;1064.0
199406;980.0
199407;1006.061
199408;1176.139
199409;1090.0
199410;1075.815
199411;1119.623
199412;1086.547
199501;1111.547
199502;927.597
199503;1066.456
199504;948.157
199505;962.83
199506;977.503
199507;1094.126
199508;1076.814
199509;968.647
199510;1242.357
199511;1249.448
199512;1220.446
199601;1277.193
199602;1202.0
199603;1143.4
199604;1015.0
199605;729.044
199606;770.0
199607;1015.0
199608;825.0
199609;776.392
199610;803.472
199611;870.0
199612;903.128
199701;930.0
199702;929.751
199703;1771.087
199704;1818.289
199705;1779.381
199706;1961.703
199707;2288.061
199708;2278.066
199709;2202.431
199710;2312.468
199711;2020.288
199712;2410.355
199801;2213.012
199802;2031.638
199803;2088.415
199804;2089.087
199805;2002.039
199806;2216.864
199807;2505.1
199808;2321.486
199809;2066.432
199810;1955.96
199811;1967.928
199812;1866.588
199901;2033.834
199902;1691.383
199903;1936.155
199904;1380.212
199905;1518.834
199906;1397.623
199907;1855.512
199908;1736.498
199909;1502.659
199910;1365.442
199911;1464.762
199912;2220.521
200001;1558.261
200002;896.001
200003;898.178
200004;695.165
200005;699.559
200006;804.233
200007;1014.49
200008;911.339
200009;850.216
200010;878.884
200011;937.705
200012;1195.245
200101;1349.731
200102;1227.503
200103;1334.72
200104;1351.007
200105;1194.894
200106;1171.725
200107;1482.885
200108;1277.937
200109;1031.255
200110;1310.052
200111;1224.422
200112;1389.367
200201;1567.924
200202;1276.738
200203;1254.242
200204;1266.023
200205;1359.787
200206;1127.306
200207;1214.076
200208;1277.722
200209;1015.929
200210;1071.271
200211;1027.931
200212;1039.038
200301;1349.623
200302;970.755
200303;1204.789
200304;1336.352
200305;1156.058
200306;1117.639
200307;1223.12
200308;1053.329
200309;1005.263
200310;1155.212
200311;1031.555
200312;1367.148
200401;1232.176
200402;1147.562
200403;1193.368
200404;1087.981
200405;1043.24
200406;1065.865
200407;1313.503
200408;1204.114
200409;1223.372
200410;986.916
200411;1031.692
200412;1144.098
200501;967.315
200502;768.326
200503;857.231
200504;741.976
200505;900.812
200506;856.528
200507;913.784
200508;963.254
200509;789.555
200510;807.271
200511;747.767
200512;997.32
200601;982.953
200602;730.77
200603;889.269
200604;756.137
200605;892.85
200606;1010.042
200607;872.033
200608;797.646
200609;745.152
200610;716.683
200611;817.056
200612;1291.426
200701;1354.335
200702;1108.137
200703;1152.922
200704;1101.441
200705;1136.449
200706;1018.353
200707;1231.822
200708;996.13
200709;957.073
