timestamp;m3
199001;10876.098
199002;8589.389
199003;7547.649
199004;12529.762
199005;8978.108
199006;7127.897
199007;7937.619
199008;6130.821
199009;8940.126
199010;5329.16
199011;11982.16
199012;8803.039
199101;9052.568
199102;8128.048
199103;11031.087
199104;11857.538
199105;3679.715
199106;12047.623
199107;13332.419
199108;21267.026
199109;10851.928
199110;12457.004
199111;12155.029
199112;12267.144
199201;14190.831
199202;12331.494
199203;12266.678
199204;10403.003
199205;10582.651
199206;11591.234
199207;12760.955
199208;12201.866
199209;11466.041
199210;12170.668
199211;11397.419
199212;12595.046
199301;13752.711
199302;12009.232
199303;13004.988
199304;12454.494
199305;11991.124
199306;12343.671
199307;14363.382
199308;12915.131
199309;11426.592
199310;11535.252
199311;11898.011
199312;12546.676
199401;15043.859
199402;12943.582
199403;13033.162
199404;12030.181
199405;12499.014
199406;12355.721
199407;13467.143
199408;12898.351
199409;11871.701
199410;12678.544
199411;10973.187
199412;12628.675
199501;12761.614
199502;11212.985
199503;13538.931
199504;13120.568
199505;13305.6955
199506;13490.823
199507;13887.376
199508;13272.939
199509;14132.904
199510;14065.612
199511;13913.622
199512;14942.806
199601;15487.913
199602;14158.022
199603;14512.232
199604;12332.516
199605;12330.061
199606;12443.961
199607;13250.72
199608;12109.73
199609;11916.262
199610;12683.309
199611;13522.531
199612;15700.033
199701;15725.956
199702;14177.197
199703;14814.795
199704;13558.691
199705;13713.77
199706;14777.311
199707;14743.997
199708;14144.546
199709;13949.915
199710;15537.897
199711;14719.771
199712;17164.555
199801;17744.952
199802;15430.838
199803;15927.324
199804;15615.293
199805;15710.24
199806;16040.048
199807;17976.091
199808;18397.211
199809;17080.538
199810;16572.342
199811;16429.348
199812;18234.307
199901;20330.56
199902;18238.576
199903;18283.138
199904;16377.648
199905;16438.564
199906;16746.036
199907;18296.225
199908;18818.414
199909;15588.118
199910;16648.015
199911;16336.745
199912;17277.704
200001;18744.822
200002;16681.722
200003;17138.874
200004;16614.104
200005;16721.425
200006;16177.513
200007;19591.779
200008;16618.118
200009;17535.847
200010;18490.215
200011;18416.072
200012;20678.638
200101;22209.111
200102;20522.672
200103;21500.662
200104;19772.956
200105;18970.391
200106;19289.175
200107;22453.197
200108;21250.014
200109;21091.815
200110;21792.39
200111;20530.332
200112;22224.535
200201;22866.096
200202;18810.902
200203;19485.652
200204;18826.998
200205;18261.75
200206;17984.676
200207;23419.367
200208;22073.221
200209;20304.964
200210;20531.128
200211;19857.068
200212;19332.611
200301;22597.388
200302;18095.296
200303;18885.883
200304;18748.962
200305;17062.752
200306;14406.524
200307;18911.627
200308;17684.554
200309;17856.787
200310;19733.631
200311;18849.889
200312;20955.427
200401;22689.211
200402;21607.39
200403;22167.697
200404;20776.858
200405;20972.838
200406;18870.145
200407;21134.57
200408;20839.054
200409;18981.932
200410;20123.662
200411;17443.927
200412;19864.252
200501;22427.491
200502;20006.293
200503;21233.749
200504;19578.032
200505;16199.042
200506;15913.21
200507;18720.663
200508;17937.951
200509;17254.588
200510;18397.019
200511;18929.795
200512;20512.303
200601;22905.873
200602;19772.283
200603;22430.309
200604;20870.851
200605;20793.389
200606;20195.004
200607;22518.825
200608;21892.878
200609;21477.591
200610;22726.711
200611;22673.046
200612;25314.391
200701;27160.08
200702;24125.188
200703;23444.193
200704;21057.046
200705;19581.187
200706;20009.757
200707;21988.381
200708;21521.096
200709;21888.239
200710;20890.995
200711;20973.063
200712;23244.353
200801;26713.363
200802;23255.488
200803;23572.615
200804;22025.006
200805;22467.085
200806;22281.518
200807;23755.988
200808;22416.903
200809;21229.923
200810;22509.137
200811;21835.072
200812;24989.947
200901;28916.325
200902;24293.891
200903;25377.605
