timestamp;m3
199001;34398.202
199002;58178.129
199003;31474.863
199004;51020.692
199005;31680.034
199006;37493.329
199007;39389.375
199008;38510.594
199009;35599.038
199010;49120.361
199011;48183.827
199012;34411.078
199101;39215.725
199102;27100.203
199103;27581.206
199104;29872.765
199105;23324.866
199106;29495.35
199107;38582.83
199108;50909.562
199109;35143.531
199110;37877.144
199111;31811.573
199112;37746.028
199201;33418.179
199202;32192.38
199203;31942.81
199204;32839.995
199205;30862.419
199206;37156.49
199207;41168.661
199208;43064.535
199209;39313.218
199210;39712.44
199211;39777.845
199212;42217.05
199301;36604.475
199302;35278.927
199303;42762.485
199304;32664.408
199305;32980.744
199306;37977.156
199307;39160.916
199308;39318.362
199309;37108.525
199310;42791.289
199311;41307.18
199312;43541.699
199401;37897.549
199402;34040.746
199403;38257.02
199404;33317.349
199405;35768.72
199406;38519.265
199407;36772.592
199408;47038.083
199409;46726.698
199410;44733.62
199411;46422.844
199412;45858.083
199501;44606.314
199502;36782.168
199503;42383.047
199504;33458.349
199505;25684.5
199506;36783.307
199507;39654.213
199508;41060.634
199509;42476.775
199510;44527.223
199511;45752.009
199512;45381.676
199601;44034.296
199602;37912.56
199603;39038.324
199604;38492.027
199605;41819.598
199606;38291.408
199607;48256.309
199608;45691.589
199609;47658.425
199610;47978.451
199611;46496.351
199612;48442.406
199701;43123.446
199702;38032.866
199703;40091.818
199704;40902.88
199705;41605.252
199706;43547.757
199707;47098.239
199708;31713.8
199709;47714.842
199710;50408.031
199711;47148.619
199712;51705.002
199801;44518.823
199802;38192.946
199803;44651.047
199804;46057.408
199805;46238.118
199806;48938.782
199807;52690.256
199808;52227.643
199809;53393.101
199810;55791.248
199811;51670.236
199812;56135.186
199901;48007.95
199902;41098.655
199903;48150.751
199904;42897.171
199905;44835.144
199906;50924.87
199907;57991.346
199908;51690.663
199909;51424.932
199910;53635.402
199911;53893.208
199912;54841.301
200001;46337.618
200002;47762.196
200003;45887.571
200004;44513.438
200005;51793.296
200006;53829.586
200007;53355.001
200008;58632.358
200009;55928.891
200010;56497.41
200011;58165.937
200012;55715.419
200101;52937.602
200102;44577.526
200103;51765.454
200104;49286.386
200105;54113.031
200106;53599.793
200107;57265.209
200108;58460.191
200109;53249.866
200110;60270.936
200111;60009.261
200112;57407.465
200201;50218.702
200202;47033.711
200203;55706.911
200204;56264.576
200205;54951.292
200206;52027.082
200207;56188.654
200208;58894.156
200209;56740.057
200210;61653.063
200211;55982.506
200212;56283.265
200301;51422.02
200302;43081.587
200303;42599.711
200304;46632.934
200305;49197.045
200306;46599.098
200307;52536.378
200308;52421.741
200309;53186.808
200310;57817.454
200311;52564.123
200312;57717.88
200401;48202.514
200402;42511.029
200403;51444.375
200404;54657.737
200405;49441.976
200406;54547.009
200407;58126.706
200408;55212.556
200409;62405.492
200410;55295.877
200411;58331.976
200412;64458.311
200501;52340.752
200502;46405.646
200503;52568.073
200504;56992.633
200505;56289.968
200506;57792.708
200507;61764.034
200508;66457.965
200509;63574.393
200510;61273.754
200511;61230.92
200512;64971.89
200601;57109.738
200602;50306.007
200603;57877.483
200604;52473.315
200605;56932.618
200606;57805.462
200607;60404.341
200608;65675.945
200609;63725.954
200610;63083.052
200611;65294.024
200612;64105.394
200701;64798.97668
200702;55028.57392
200703;66691.07168
